1.32345  // 1.32345
1.17619  // 1.17619
1.17077  // 1.17077
1.25528  // 1.25528
1.21391  // 1.21391
0.907529  // 0.907529
0.710668  // 0.710668
0.70283  // 0.70283
0.914474  // 0.914474
1.24766  // 1.24766
1.45215  // 1.45215
1.5115  // 1.5115
1.53071  // 1.53071
1.65153  // 1.65153
0.455142  // 0.455142
-0.486971  // -0.486971
3.33059  // 3.33059
5.20367  // 5.20367
4.95062  // 4.95062
2.88  // 2.88
1.85943  // 1.85943
1.90323  // 1.90323
1.85711  // 1.85711
2.1912  // 2.1912
2.48782  // 2.48782
2.56235  // 2.56235
2.60257  // 2.60257
2.59064  // 2.59064
2.14371  // 2.14371
1.80673  // 1.80673

0.435339  // 0.435339
0.390045  // 0.390045
0.350403  // 0.350403
0.348438  // 0.348438
0.396192  // 0.396192
0.357462  // 0.357462
0.201702  // 0.201702
0.232828  // 0.232828
0.158259  // 0.158259
0.307621  // 0.307621
0.402576  // 0.402576
0.423441  // 0.423441
0.471066  // 0.471066
0.590806  // 0.590806
1.68391  // 1.68391
1.62737  // 1.62737
-1.85877  // -1.85877
1.35506  // 1.35506
1.75124  // 1.75124
1.38018  // 1.38018
0.66672  // 0.66672
0.57792  // 0.57792
0.522168  // 0.522168
0.529901  // 0.529901
0.706936  // 0.706936
0.710696  // 0.710696
0.795626  // 0.795626
0.782404  // 0.782404
0.805021  // 0.805021
0.617063  // 0.617063

