0.47369  // 0.47369
0.450705  // 0.450705
0.427633  // 0.427633
0.416888  // 0.416888
0.424901  // 0.424901
0.448739  // 0.448739
0.47761  // 0.47761
0.498375  // 0.498375
0.502048  // 0.502048
0.487949  // 0.487949
0.463559  // 0.463559
0.440409  // 0.440409
0.428322  // 0.428322
0.431009  // 0.431009
0.445056  // 0.445056
0.462478  // 0.462478
0.475211  // 0.475211
0.478968  // 0.478968
0.474615  // 0.474615
0.466603  // 0.466603
0.45974  // 0.45974
0.4564  // 0.4564
0.455756  // 0.455756
0.455306  // 0.455306
0.453417  // 0.453417
0.451026  // 0.451026
0.451247  // 0.451247
0.457096  // 0.457096
0.468892  // 0.468892
0.483216  // 0.483216
0.494318  // 0.494318
0.497264  // 0.497264
0.490869  // 0.490869
0.47851  // 0.47851
0.466251  // 0.466251
0.459405  // 0.459405
0.459721  // 0.459721
0.464933  // 0.464933
0.470815  // 0.470815
0.47428  // 0.47428
0.47534  // 0.47534
0.476661  // 0.476661
0.481127  // 0.481127
0.489246  // 0.489246
0.498381  // 0.498381
0.504468  // 0.504468
0.505118  // 0.505118
0.501872  // 0.501872
0.499863  // 0.499863
0.50481  // 0.50481
0.51914  // 0.51914
0.539766  // 0.539766
0.559132  // 0.559132
0.569133  // 0.569133
0.56563  // 0.56563
0.550835  // 0.550835
0.532021  // 0.532021
0.517343  // 0.517343
0.51126  // 0.51126
0.512416  // 0.512416
0.515222  // 0.515222
0.514147  // 0.514147
0.5079  // 0.5079
0.500769  // 0.500769
0.500096  // 0.500096
0.511338  // 0.511338
0.533768  // 0.533768
0.559639  // 0.559639
0.577574  // 0.577574
0.578438  // 0.578438
0.560346  // 0.560346
0.529911  // 0.529911
0.498992  // 0.498992
0.478769  // 0.478769
0.474409  // 0.474409
0.483164  // 0.483164
0.496587  // 0.496587
0.505308  // 0.505308
0.503546  // 0.503546
0.491041  // 0.491041
0.471869  // 0.471869
0.45146  // 0.45146
0.43388  // 0.43388
0.420887  // 0.420887
0.412774  // 0.412774
0.409794  // 0.409794
0.412772  // 0.412772
0.42233  // 0.42233
0.437385  // 0.437385
0.454314  // 0.454314
0.467807  // 0.467807
0.473229  // 0.473229
0.469161  // 0.469161
0.458419  // 0.458419
0.446682  // 0.446682
0.439369  // 0.439369
0.438651  // 0.438651
0.442486  // 0.442486
0.446407  // 0.446407
0.446924  // 0.446924
0.444286  // 0.444286
0.44261  // 0.44261
0.447079  // 0.447079
0.459886  // 0.459886
0.477694  // 0.477694
0.492566  // 0.492566
0.496213  // 0.496213
0.485157  // 0.485157
0.463612  // 0.463612
0.441998  // 0.441998
0.431648  // 0.431648
0.438547  // 0.438547
0.459715  // 0.459715
0.484422  // 0.484422
0.49973  // 0.49973
0.49751  // 0.49751
0.479198  // 0.479198
0.455846  // 0.455846
0.443281  // 0.443281
0.454684  // 0.454684
0.494042  // 0.494042
0.553596  // 0.553596
0.61669  // 0.61669
0.665117  // 0.665117
0.687884  // 0.687884
0.68739  // 0.68739
0.679576  // 0.679576
0.687074  // 0.687074
0.72774  // 0.72774
0.803734  // 0.803734
0.896953  // 0.896953
0.974094  // 0.974094
1  // 1
0.953309  // 0.953309
0.836666  // 0.836666
0.676064  // 0.676064
0.509459  // 0.509459
0.370398  // 0.370398
0.27509  // 0.27509
0.219106  // 0.219106
0.184461  // 0.184461
0.152091  // 0.152091
0.112309  // 0.112309
0.0678709  // 0.0678709
0.0291664  // 0.0291664
0.00575832  // 0.00575832
0  // 0
0.00633244  // 0.00633244
0.0157696  // 0.0157696
0.021838  // 0.021838
0.0239314  // 0.0239314
0.0262651  // 0.0262651
0.0338553  // 0.0338553
0.0487051  // 0.0487051
0.0688165  // 0.0688165
0.0903655  // 0.0903655
0.111157  // 0.111157
0.132713  // 0.132713
0.159514  // 0.159514
0.195888  // 0.195888
0.242579  // 0.242579
0.295144  // 0.295144
0.345162  // 0.345162
0.383604  // 0.383604
0.404639  // 0.404639
0.40806  // 0.40806
0.399321  // 0.399321
0.387284  // 0.387284
0.380731  // 0.380731
0.385031  // 0.385031
0.400291  // 0.400291
0.421638  // 0.421638
0.441492  // 0.441492
0.452872  // 0.452872
0.452356  // 0.452356
0.441404  // 0.441404
0.425536  // 0.425536
0.411787  // 0.411787
0.405679  // 0.405679
0.40908  // 0.40908
0.41982  // 0.41982
0.433057  // 0.433057
0.443545  // 0.443545
0.447755  // 0.447755
0.44501  // 0.44501
0.437354  // 0.437354
0.428403  // 0.428403
0.421708  // 0.421708
0.419285  // 0.419285
0.420818  // 0.420818
0.423868  // 0.423868
0.425046  // 0.425046
0.421674  // 0.421674
0.413158  // 0.413158
0.401294  // 0.401294
0.389325  // 0.389325
0.380219  // 0.380219
0.375258  // 0.375258
0.373782  // 0.373782
0.374211  // 0.374211
0.375483  // 0.375483
0.377718  // 0.377718
0.381483  // 0.381483
0.386214  // 0.386214
0.389216  // 0.389216
0.386484  // 0.386484
0.375309  // 0.375309
0.35707  // 0.35707
0.337995  // 0.337995
0.326692  // 0.326692
0.329354  // 0.329354
0.345444  // 0.345444
0.36684  // 0.36684
0.381566  // 0.381566
0.380372  // 0.380372
0.362333  // 0.362333
0.335952  // 0.335952
0.314782  // 0.314782
0.309936  // 0.309936
0.32384  // 0.32384
0.34892  // 0.34892
0.372  // 0.372
0.381734  // 0.381734
0.374711  // 0.374711
0.356763  // 0.356763
0.338998  // 0.338998
0.331186  // 0.331186
0.336511  // 0.336511
0.350586  // 0.350586
0.364933  // 0.364933
0.37248  // 0.37248
0.37169  // 0.37169
0.367011  // 0.367011
0.365747  // 0.365747
0.37348  // 0.37348
0.390831  // 0.390831
0.413257  // 0.413257
0.433744  // 0.433744
0.446531  // 0.446531
0.449793  // 0.449793
0.445949  // 0.445949
0.439821  // 0.439821
0.435994  // 0.435994
0.43688  // 0.43688
0.44232  // 0.44232
0.450509  // 0.450509
0.45933  // 0.45933
0.467248  // 0.467248
0.473453  // 0.473453
0.477579  // 0.477579
0.479526  // 0.479526
0.479676  // 0.479676
0.479212  // 0.479212
0.480018  // 0.480018
0.483854  // 0.483854
0.491073  // 0.491073
0.499752  // 0.499752
0.506043  // 0.506043
0.50594  // 0.50594
0.497679  // 0.497679
0.483356  // 0.483356

